PEP_ID,National_ID,LON,LAT,ALT,NAME
6518,3400,14.6333,48.3,542,ALLERHEILIGEN
6519,20040,13.7667,46.7333,750,GEGENDTAL
6520,9801,14.1333,47.5333,640,AIGEN
6521,12105,12.2667,47.25,854,NEUKIRCHENamGROSSVENEDIGER
6522,20300,14.55,46.6333,437,HOEHENBERGEN-TAINACH
6523,12621,13.4167,47.3833,854,ALTENMARKT
6524,20301,14.5333,46.6333,453,TAINACH
6525,12110,12.25,47.45,830,BRIXENIMTHALE
6526,5967,16.45,48.25,161,WIEN-KAGRAN
6527,12625,13.35,47.4167,963,ST.MARTIN
6528,13905,16.65,47.45,198,LUTZMANNSBURG
6529,2130,15.7833,48.5167,346,MUEHLBACH
6530,3410,14.8167,48.3167,595,PABNEUKIRCHEN
6531,9810,14.1,47.5,710,IRDNING-GUMPENSTEIN
6532,9811,14.0833,47.4833,702,IRDNING-GUMPENSTEIN
6533,2900,13.3667,48.3333,350,REICHERSBERG
6534,15700,13.65,47.1,1094,ST.MICHAELIMLUNGAU
6535,5205,14.7,48.1833,244,MITTERKIRCHEN
6536,11605,11.0667,47.3,634,TELFS
6537,15701,13.6167,47.0833,1049,ST.MICHAEL
6538,5720,15.9333,48.1667,501,KOHLREIT
6539,13400,15.4,47.25,926,RECHBERG
6540,19800,13.15,46.6333,646,REISACH
6541,18010,12.85,46.85,1190,ISELSBERG
6542,20315,14.4167,46.7167,1023,MAGDALENSBERG
6543,4700,13.4833,48.2167,435,RIEDIMINNKREIS
6544,11100,9.75,47.5,436,BREGENZ
6545,3421,14.8,48.3667,686,MOENCHDORF
6546,15711,13.8,47.1167,1025,TAMSWEG
6547,7520,15.9667,47.9,429,PERNITZ
6548,11105,9.66667,47.3,809,FRAXERN
6549,15202,12.5333,47,975,MATREI
6550,19300,16.2667,46.9833,243,HEILIGENKREUZ
6551,11111,9.7,47.4,410,DORNBIRN
6552,10600,16.0833,47.55,498,ASPANG
6553,15721,13.7333,47.15,1153,MARIAPFARR
6554,6506,13.5667,47.95,501,SEEWALCHEN
6555,7530,16.0333,47.8167,932,HOHEWAND
6556,15210,12.45,47,1198,VIRGEN
6557,5995,16.4667,48.1333,163,RANNERSDORF
6558,1900,15.25,48.7333,500,SCHWARZENAU
6559,8300,9.86667,47.5167,1020,Sulzberg
6560,1901,15.25,48.7333,504,SCHWARZENAU
6561,2415,16.3667,48.55,457,LEISERBERGE
6562,6000,16.85,48.0167,167,BRUCK
6563,11120,9.7,47.3667,411,HOHENEMS
6564,1905,15.3667,48.6833,596,ALLENTSTEIG-KAUFHOLZ
6565,6001,16.85,48.0167,167,BRUCKNEUDORF
6566,9841,14.2833,47.7333,594,PICHL
6567,4211,16.7,48.4,189,MATZEN
6568,3700,15.3333,48.3333,860,JAUERLING
6569,16500,15.7,47.1,375,GLEISDORF
6570,1910,15.2,48.6167,506,STIFTZWETTL
6571,4215,16.65,48.4833,196,NEXING
6572,14200,9.85,47.0833,670,VANDANS
6573,20600,15.1167,46.7333,928,WIEL
6574,9850,14.1,47.5333,645,STAINACH
6575,10620,16.1333,47.5167,579,ZOEBERN
6576,11900,11.75,47.3833,530,JENBACH
6577,18300,13.7,46.7833,685,RADENTHEIN
6578,4221,16.6833,48.3,163,GAENSERNDORF
6579,15741,13.6833,47.1333,1122,MAUTERNDORF
6580,11135,9.83333,47.45,721,ALBERSCHWENDE
6581,640,15.1333,48.8667,560,HEIDENREICHSTEIN
6582,3200,14.2833,48.3,263,LINZ
6583,9602,13.6167,47.6333,506,BADGOISERN
6584,14210,9.91667,47.0833,1083,BARTHOLOMAEBERG
6585,20610,15.2667,46.7167,394,WIES
6586,6020,16.7333,48.1833,149,FUCHSENBIGL
6587,7300,15.4,47.8833,840,ANNABERG
6588,12420,12.9667,47.2833,750,TAXENBACH
6589,13700,16.25,47.4,615,BERNSTEIN
6590,901,15.95,48.75,256,RETZ
6591,16005,14.4167,47,650,DUERNSTEIN
6592,1415,13.9833,48.5667,602,ROHRBACH
6593,11400,10.3333,47.25,1100,HOLZGAU
6594,16520,15.6333,47.2167,465,WEIZ
6595,20105,13.85,46.7167,870,ARRIACH
6596,3210,14.3333,48.45,685,REICHENAU-OOE.
6597,2700,13.0333,48.25,351,BRAUNAU(OOEL)
6598,15500,13.1333,47.1167,1100,BADGASTEIN
6599,13710,16.3333,47.2167,267,KLEINZICKEN
6600,5520,15.3333,48.25,211,EMMERSDORF
6601,11155,9.66667,47.3333,405,ALTACH
6602,3220,14.3,48.4333,824,HELLMONSOEDT
6603,1430,13.95,48.7,920,SCHOENEBEN(OOE.L)
6604,15510,13.2,47.2333,900,GROSSARL
6605,2200,16.05,48.6167,245,HOLLABRUNN
6606,2201,16.05,48.6,253,HOLLABRUNN
6607,15001,11.85,47.15,643,MAYRHOFEN
6608,3739,15.4167,48.3667,223,SPITZ
6609,12700,13.65,47.3667,1080,ROHRMOOS
6610,11165,9.73333,47.3333,639,ANDELSBUCH
6611,6304,13.05,47.7833,420,SALZBURG-FREISAAL
6612,10400,15.6833,47.6,700,MUERZZUSCHLAG
6613,13730,16.2,47.45,769,HOCHNEUKIRCHEN
6614,2211,15.8333,48.55,259,RAVELSBACH
6615,1700,14.75,48.6,934,KARLSTIFT
6616,19110,15.7333,46.85,391,JAGERBERG
6617,12711,13.6333,47.4167,1203,RAMSAUAMDACHSTEIN
6618,20135,14.05,46.7167,675,ST.STEFAN
6619,9640,13.7667,47.6,665,BADAUSSEE
6620,18600,14.4167,46.95,634,FRIESACH
6621,12201,12.35,47.45,791,KITZBUEHEL
6622,3500,14.8333,48.4,608,KOENIGSWIESEN
6623,5804,16.2333,48.2,226,WIEN-MARIABRUNN
6624,9900,14.45,47.5667,646,ADMONT
6625,13740,16.2167,47.35,350,OBERSCHUETZEN
6626,16300,15.1833,47.05,400,LOBMING
6627,20400,14.75,46.5833,500,ST.MICHAEL
6628,3505,14.8833,48.35,788,LINDEN
6629,5809,16.1667,48.25,281,WIEN-MAUERBACH
6630,20401,14.75,46.55,527,FEISTRITZobBLEIBURG
6631,3506,14.9167,48.2833,600,DIMBACH
6632,7610,15.8667,47.8667,709,GUTENSTEIN
6633,20410,14.6167,46.7333,1159,DIEX
6634,700,15.5667,48.7833,520,JAPONS
6635,12220,12.5667,47.25,803,UTTENDORF
6636,13500,15.6833,47.3667,623,BIRKFELD
6637,18620,14.35,46.75,475,ST.VEIT
6638,7101,14.9167,47.8,527,GOESTLING
6639,12221,12.5667,47.2333,796,UTTENDORF
6640,11710,11.2667,47.3833,964,SCHARNITZ
6641,9919,14.3333,47.7333,596,WINDISCHGARSTEN
6642,4800,13.8167,48.2,400,GALLSPACH
6643,11200,10.0167,47.3,835,SCHOPPERNAU
6644,18625,14.3833,46.8333,637,MEISELDING
6645,13250,15,47.3333,580,ST.MICHAELB.LEOBEN
6646,15810,13.8667,47.1333,1122,SAUERFELD
6647,5827,16.25,48.1167,260,PERCHTOLDSDORF
6648,8900,12.0667,47.5333,625,KREIT
6649,7110,15.0667,47.85,614,LUNZAMSEE
6650,13510,15.6667,47.4333,1020,FISCHBACH
6651,18630,14.3667,46.8,613,KRAIG
6652,19910,13.3667,46.6167,597,HERMAGOR
6653,5320,15.0667,48.1833,231,YBBS
6654,18121,13.2167,46.9167,808,OBERVELLACH
6655,4810,13.6667,48.1,634,WOLFSEGG
6656,17100,10.5,46.9,1360,NAUDERS
6657,12240,12.4167,47.3833,923,JOCHBERG
6658,5330,14.9833,48.1167,240,BLINDENMARKT
6659,6610,13.7167,47.8167,1618,FEUERKOGEL
6660,13010,14.3667,47.3,1069,PUSTERWALD
6661,12500,13.2167,47.4,550,BISCHOFSHOFEN
6662,725,15.5,48.85,470,RAABS
6663,6101,16.8333,48,167,BRUCKNEUDORF
6664,17110,10.5333,46.9667,976,PFUNDS
6665,10200,15.2333,47.5333,784,AFLENZ
6666,12504,13.2167,47.4,543,BISCHOFSHOFEN
6667,16600,16.0667,47.0167,273,FUERSTENFELD
6668,3801,15.6167,48.4167,207,KREMS
6669,10201,15.2333,47.55,780,AFLENZ
6670,12505,13.1833,47.3,634,ST.JOHANNIMPONGAU
6671,1500,14.1333,48.5833,800,AFIESL-HELFENBERG
6672,4830,13.7667,48.0833,500,NIEDERTHALHEIM
6673,12510,13.1333,47.3167,600,SCHWARZACH
6674,5600,15.6167,48.2,272,ST.POELTEN
6675,7904,16.9167,47.8333,124,FRAUENKIRCHEN
6676,17120,10.4333,46.95,0,SPISS
6677,3810,15.7,48.4667,210,LANGENLOIS
6678,10210,15.3,47.75,780,GUSSWERK
6679,3300,14.55,48.3,341,HARTL
6680,14820,11.4833,47.2333,900,RINN
6681,1510,14.15,48.55,650,HELFENBERG
6682,7400,15.7,47.8,612,SCHWARZAU
6683,12010,11.9,47.4333,514,RADFELD
6684,5611,15.5833,48.05,520,ESCHENAU
6685,11500,10.75,47.5,870,REUTTE
6686,17900,12.7833,46.8167,668,LIENZ
6687,15341,12.6333,47,1350,KALS-GROSSDORF
6688,17901,12.8,46.8167,659,LIENZ
6689,3310,14.5333,48.35,416,PREGARTEN
6690,5870,16.25,48,249,BADEN
6691,16110,14.8333,47.2167,650,KNITTELFELD
6692,1520,14.1667,48.5333,900,PIBERSTEIN
6693,4080,16.1167,48.3167,175,LANGENLEBARN
6694,20210,14.3333,46.65,447,KLAGENFURT
6695,500,15.0333,48.95,559,LITSCHAU
6696,20212,14.3167,46.6333,450,KLAGENFURT
6697,17910,12.6667,46.8833,850,SCHLAITEN
6698,503,15.0333,48.9667,570,LITSCHAU
6699,3831,15.8167,48.3167,210,REIDLING
6700,5112,14.45,48.0333,366,WACHTBERG
6701,5880,16.2833,48.0333,222,GUMPOLDSKIRCHEN
6702,16120,14.65,47.1667,0,JUDENBURG
6703,5625,15.5833,48.0167,681,LILIENFELD-TARSCHBERG
6704,5881,16.2667,48.0333,218,GUMPOLDSKIRCHEN
6705,9210,12.6833,47.5667,629,LOFER
6706,14330,10.15,47.2167,1444,LECH
6707,3835,15.8333,48.3,220,HASENDORF
6708,5115,14.45,48.0667,340,HAIDERSHOFEN
6709,13820,16.5333,47.4333,237,UNTERLOISDORF
6710,3837,15.7333,48.4333,193,HAITZENDORF
6711,15101,12.1833,47.2167,1000,KRIMML
6712,3838,15.7833,48.4,187,GRAFENWOERTH
6713,19710,12.8833,46.6833,1047,KORNAT
7012,5901,16.35,48.25,203,WIEN-HOHEWARTE
7013,5970,16.5667,48.2,153,GROSS-ENZERSDOERF
7014,2400,16.3833,48.7167,187,LAA
7015,4220,16.7,48.2667,150,OBERSIEBENBRUNN
7016,9613,13.6,47.7,480,BADISCHL
7017,14511,10.7333,47.2333,910,IMST
7018,9420,13.3167,47.7,761,LAEMMERBACH
7019,4600,13.2833,48.1833,440,ASPACH
7020,20217,14.3,46.6167,445,KLAGENFURT
8017,1802,14.9,48.7,573,WEITRA
8018,9611,13.65,47.7,512,BAD ISCHL
8019,9725,13.8833,47.5,845,OBSERDORF
8020,10500,16.0333,47.5,950,MOENICHKIRCHEN
8021,11151,9.65,47.4167,403,LUSTENAU
8022,11602,10.9167,47.4,960,EHRWALD
8023,11610,10.9167,47.3,991,OBSTEIG
8024,11615,10.9167,47.3,991,BARWIES
8025,11825,11.3833,47.2667,575,INNSBRUCK
8026,11910,11.6667,47.4333,936,PERTISAU
8027,14301,11.6667,47.4333,936,ST.ANTON
8028,14403,10.55,47.1333,797,LANDECK
8029,14602,10.8667,47.25,663,HAIMING
8030,14840,11.45,47.1333,1100,SCHOEFENS-PFONS
8031,16480,15.4333,47.0667,363,GRAZ
8032,21330,16.7,48.25,149,OBERSIEBENBRUNN
8033,21343,16.1167,48.15,344,WOLFSGRABEN
8034,21345,16.3333,48.1667,184,POSTAMT 1120 WIEN
8035,21346,14.35,48.45,722,REICHENAU IM MUEHLKREIS
8036,21347,15.6833,48.25,238,ST. POELTEN-RADLBERG
8037,21349,16.0167,47.7,393,TERNITZ
8038,21351,13.0333,47.8,419,SALZBURG
8039,21360,13.0167,47.85,428,SALZBURG
8040,21362,16.0333,47.5,950,MOENICHKIRCHEN
8041,21373,13.1833,47.8833,548,HENNDORF AM WALLERSEE
8042,21378,14.7667,47.95,440,WAIDHOFEN AN DER YBBS
8043,21381,14.2333,48.2167,274,TRAUN
8044,21383,16.0667,47.4333,529,PINGGAU
8045,21387,15.9333,48.2833,194,MICHELHAUSEN
8046,21388,16.3333,48.3333,168,KORNEUBURG
8047,21390,16.1833,48.1167,379,KALTENLEUTGEBEN
8048,21393,14.4167,48.0333,308,STEYR
8049,21395,15.9,48.0167,492,KAUMBERG
8050,21399,13.0333,47.8,419,SALZBURG
8051,21404,16.4167,48.1667,161,POSTAMT 1110 WIEN
8052,21405,13.0167,48.2167,355,BRAUNAU AM INN
8053,21408,14.7833,46.95,1200,BAD ST. LEONHARD IM LAVANTTAL
8054,21420,14.0667,47.5167,659,TRAUTENFELS
8055,21421,13.0333,47.8,419,SALZBURG
8056,21424,13.8667,48.0833,368,LAMBACH
8057,21431,15.6,48.4667,299,LENGENFELD BEI KREMS
8058,21435,15.0833,47.3667,539,LEOBEN
8059,21440,16.3167,48.3,195,KLOSTERNEUBURG
8060,21442,14.85,46.8,433,ST. STEFAN IM LAVANTTAL
8061,21447,15.6333,48.3,282,STATZENDORF
8062,21448,16.6,47.8,145,ST. MARGARETHEN IM BURGENLAND
8063,21449,16.05,48.3167,176,TULLN
8064,21450,15.75,48.0333,600,HAINFELD. NIEDEROESTERREICH
8065,21452,15.6333,48.2333,280,ST. POELTEN-TRAISENPARK
8066,21454,16.0333,47.5,1000,MOENICHKIRCHEN
8067,21460,16.3,48.1833,191,POSTAMT 1130 WIEN
8068,21462,16.3333,48.1667,184,POSTAMT 1120 WIEN
8069,21463,16.2167,47.7167,338,ERLACH AN DER PITTEN
8070,21465,16.3167,47.05,293,GUESSING
8071,21466,15.2667,47.4,481,BRUCK AN DER MUR
8072,21468,13.6333,47.0833,1060,ST. MICHAEL IM LUNGAU
8073,21470,13.8667,46.6167,515,VILLACH-LANDSKRON
8074,21471,9.6,47.3333,420,KOBLACH
8075,21476,16.4333,47.3,346,RECHNITZ
8076,21479,16.3,48.1833,290,POSTAMT 1130 WIEN
8077,21485,16.85,47.9833,179,PARNDORF
8078,21488,15.3333,46.9333,325,LANNACH
8079,21489,14.1833,48.05,345,ROHR IM KREMSTAL
8080,21490,15.4333,47.0833,427,GRAZ-ANDRITZ
8081,21501,16.4,48.25,162,POSTAMT 1210 WIEN
8082,21503,16.4,48.25,162,POSTAMT 1210 WIEN
8083,21516,11.4333,47.2333,850,ALDRANS
8084,21518,15.6167,47.5667,700,LANGENWANG
8085,21522,14.8167,48.3167,600,PABNEUKIRCHEN
8086,21537,13.6333,48.15,510,GEBOLTSKIRCHEN
8087,21538,16.05,47.7667,420,WILLENDORF AM STEINFELDE
8088,21543,15.6667,48.0333,375,ST. VEIT AN DER GOELSEN
8089,21545,16.35,48.2,201,POSTAMT 1070 WIEN
8090,21546,16.2833,48.1833,223,POSTAMT 1140 WIEN
8091,21547,16.1667,48.15,260,POSTAMT 1130 WIEN
8092,21548,16.3333,48.1667,184,POSTAMT 1120 WIEN
8093,21550,14.2833,48.3,261,LINZ. DONAU
8094,21552,16.2667,48.1167,248,PERCHTOLDSDORF
8095,21553,14.9333,46.6333,690,LAVAMUEND
8096,21555,16.1,48.7,196,HAUGSDORF
8097,21556,14.3667,48.2,293,ST. FLORIAN BEI LINZ
8098,21559,9.63333,47.2667,475,RANKWEIL
8099,21564,16.4667,48,184,MITTERNDORF AN DER FISCHA
8100,21566,16.3833,48.2167,160,POSTAMT 1020 WIEN
8101,21572,13.0333,47.8,419,SALZBURG
8102,21575,16.3167,48.2167,322,POSTAMT 1160 WIEN
8103,21576,16.0833,48.15,300,TULLNERBACH-LAWIES
8104,21577,15.6167,48.2167,290,ST. POELTEN-TRAISENPARK
8105,21578,16.3,48.15,202,POSTAMT 1230 WIEN
8106,21585,16.3,48.15,202,POSTAMT 1230 WIEN
8107,21586,16.4333,48.2167,159,POSTAMT 1220 WIEN
8108,21587,9.65,47.4333,403,LUSTENAU
8109,21590,16.4333,48.0667,170,HIMBERG BEI WIEN
8110,21592,16.2667,48.35,170,HOEFLEIN AN DER DONAU
8111,21593,12.25,47.5167,741,SCHEFFAU AM WILDEN KAISER
8112,21595,15.2833,48.8167,486,WAIDHOFEN AN DER THAYA
8113,21598,14.3333,46.6667,496,MARIA SAAL
8114,21600,16.45,48.2167,159,POSTAMT 1220 WIEN
8115,21602,15.7667,48.0333,410,HAINFELD. NIEDEROESTERREICH
8116,21606,16.7667,48.55,200,ZISTERSDORF
8117,21607,15.9333,47.6667,447,GLOGGNITZ
8118,21610,16.3333,47.0667,270,GUESSING
8119,21612,13.6333,47.6167,692,BAD GOISERN
8120,21617,11.4333,47.2667,573,INNSBRUCK
8121,21618,16.6333,48.2667,153,MARKGRAFNEUSIEDL
8122,21621,16.2833,48.1833,223,POSTAMT 1140 WIEN
8123,21627,16.15,47.8667,282,FELIXDORF
8124,21635,14.2833,46.5667,521,MARIA RAIN
8125,21638,17,48.1,149,WOLFSTHAL
8126,7011,17,48.1,149,WAIDHOFEN
8127,24001,16.9167,48.6,155,Hohenaun an der Mach
19322,21478,16.1861,48.1878,247,1140-Postamt-1140-Wien
19323,21493,14.4175,48.4058,636,4211-Alberndorf-in-der-Riedmark
19324,21539,15.2856,48.8169,486,3830-Waidhofen-an-der-Thaya
19325,21567,16.4775,48.1408,161,2320-Schwechat
19326,21629,16.6172,48.3325,163,2232-Deutsch-Wagram
19327,21649,15.8906,46.9525,282,8330-Feldbach
19328,21653,15.9111,46.8778,305,8344-Bad-Gleichenberg
19329,21654,13.8458,46.6117,501,9500-Villach
19330,21659,16.0817,47.2914,353,7411-Markt-Allhau
19331,21707,16.2942,48.1961,223,1140-Postamt-1140-Wien
19332,21749,15.3406,48.1117,295,3240-Mank
19333,21758,15.9944,47.0797,275,8263-Grosswilfersdorf
19334,21769,15.6414,47.0564,458,8302-Nestelbach-bei-Graz
19335,21791,14.1075,47.5075,700,8952-Irdning
19336,21804,16.2333,47.7431,259,2700-Wiener-Neustadt
19337,21810,16.2669,48.1228,248,2380-Perchtoldsdorf
19338,21816,16.3158,48.1528,202,1230-Postamt-1230-Wien
19339,21828,16.2183,47.9303,263,2544-Leobersdorf
19340,21836,16.2356,47.8106,269,2700-Wiener-Neustadt
19341,21856,16.3553,48.2408,185,1190-Postamt-1190-Wien
19342,21859,14.9936,47.4917,838,8794-Vordernberg
19343,21860,16.2356,47.8106,269,2700-Wiener-Neustadt
19344,21862,15.2208,46.8647,398,8524-Bad-Gams
19345,21864,14.4458,48.2722,270,4222-St.-Georgen-an-der-Gusen
19346,21865,15.4708,47.0556,359,8042-Graz-St.-Peter
19347,21869,16.4003,48.265,162,1210-Postamt-1210-Wien
19348,21875,16.6683,47.7558,126,7072-Moerbisch-am-See
19349,21876,14.5653,47.7456,420,3335-Weyer.-Oberoesterreich
19350,21878,11.3108,47.2358,867,6091-Goetzens
19351,21880,16.6831,48.1114,169,2402-Maria-Ellend.-Donau
19352,21887,16.3708,48.2144,200,1090-Postamt-1090-Wien
19353,21890,16.0147,46.8931,351,8350-Fehring
19354,21891,14.0289,48.1661,330,4600-Wels
19356,21895,14.2697,48.3308,290,4040-Linz.-Donau
19357,21899,16.3214,48.2192,213,1170-Postamt-1170-Wien
19358,21902,14.0392,48.4181,529,4113-St.-Martin-im-Muehlkreis
19359,21903,15.9608,47.8992,427,2763-Pernitz.-Niederoesterreich
19360,21907,13.7742,48.0228,420,4693-Desselbrunn
19361,21910,16.1675,47.8689,310,2752-Woellersdorf
19363,21913,16.265,48.0181,217,2511-PfaffstÃ¤tten.-Bez.-Baden
19364,21915,15.3561,46.9631,330,8501-Lieboch
19365,21921,16.4525,48.2244,159,1220-Postamt-1220-Wien
19366,21922,16.2919,48.0992,211,2344-Maria-Enzersdorf-am-Gebirge
19367,21927,10.1436,47.21,1445,6764-Lech
19368,21929,16.3433,48.2117,201,1080-Postamt-1080-Wien
19369,21934,13.0458,47.8142,419,5020-Salzburg
19370,21936,16.3264,48.3036,195,3400-Klosterneuburg
19371,21940,16.4528,47.7617,198,7023-Zemendorf
19372,21946,14.4881,47.4875,713,8784-Trieben
19373,21980,15.3775,46.9467,322,8143-Dobl
19374,22196,13.2956,48.2631,404,4943-Geinberg
19375,22246,14.9933,48.5506,745,3920-Groß-Gerungs
19376,22252,16.3175,48.0447,180,2353-Guntramsdorf
19377,22255,16.0731,47.0508,277,8280-Fürstenfeld
19378,22257,16.2942,48.1961,223,1140-Postamt-1140-Wien
19379,22260,14.8722,46.6986,560,9470-St.-Paul-im-Lavanttal
19380,22270,16.3817,48.2433,161,1200-Postamt-1200-Wien
19381,22273,16.3508,48.2014,201,1070-Postamt-1070-Wien
19382,22276,16.0944,47.555,488,2870-Aspang
19383,22301,16.5817,48.0703,163,2432-Schwadorf-bei-Wien
19384,22305,16.2964,48.0861,214,2340-Moedling
19385,22317,14.4764,48.2144,265,4470-Enns
19386,22318,15.0481,48.0683,337,3261-Steinakirchen-am-Forst
19387,22319,16.38,48.2106,168,1010-Postamt-1010-Wien
19388,22322,16.4525,48.2244,159,1220-Postamt-1220-Wien
19389,22323,16.3569,48.2367,340,1210-Postamt-1210-Wien
19390,22329,16.4525,48.2244,159,1220-Postamt-1220-Wien
19391,22331,14.2497,46.67,484,9061-Klagenfurt-Woelfnitz
19392,22334,15.6575,48.6653,313,3580-Horn.-Niederoesterreich
19393,22336,14.0458,47.5017,644,8951-Trautenfels
19394,22337,13.8717,48.5169,591,4134-Putzleinsdorf
19395,22339,15.4219,47.1056,485,8045-Graz-Andritz
19396,22340,15.4219,47.1056,480,8045-Graz-Andritz
19397,22341,12.2075,47.1508,955,5741-Neukirchen-am-Grossvenediger
19398,22343,15.4386,47.0681,349,8010-Graz
19399,22344,13.1375,48.1917,407,5270-Mauerkirchen
19400,22345,14.6928,47.0681,875,8742-Obdach
19401,22352,15.3836,46.6125,630,8463-Leutschach
19402,22353,15.5658,48.2597,372,3121-Karlstetten
19403,22356,15.6786,48.4744,220,3550-Langenlois
19404,22377,15.5967,48.4117,204,3500-Krems-an-der-Donau
19405,22405,16.2717,48.0075,213,2512-Tribuswinkel
19406,22407,16.2603,48.1906,223,1130-Postamt-1130-Wien
19407,22414,14.4839,48.4283,628,4212-Neumarkt-im-Muehlkreis
19408,22430,13.9983,48.4839,622,4120-Neufelden
19409,22439,13.1039,47.9708,523,5163-Mattsee
19410,22463,13.8872,46.6139,497,9524-Villach-St.-Magdalen
19411,22471,14.7519,47.1869,657,8740-Zeltweg
19412,22533,15.525,46.7414,269,8435-Wagna
19413,22539,16.7203,48.3425,165,2230-Gä¤nserndorf
19414,22553,15.9311,48.1906,243,3034-Maria-Anzbach
19415,22554,16.0933,48.1317,550,3012-Wolfsgraben
19416,22555,16.3042,48.1875,191,1130-Postamt-1130-Wien
19417,22559,15.5394,46.7811,271,8430-Leibnitz
19418,22564,16.4244,48.1697,161,1110-Postamt-1110-Wien
19419,22566,15.0617,48.6683,626,3931-Schweiggers
19420,22567,14.5053,48.5136,552,4240-Freistadt.-Oberoesterreich
19421,22570,14.4639,48.1414,300,4484-Kronstorf
19422,22572,16.2964,48.0861,214,2340-Moedling
19423,22577,12.8497,47.4286,754,5760-Saalfelden-Steinernen-Meer
19424,22582,13.9814,46.6719,535,9570-Ossiach
19425,22584,16.4175,48.1961,160,1020-Postamt-1020-Wien
19426,22585,16.3553,48.2408,210,1190-Postamt-1190-Wien
19427,22588,11.4447,47.2761,565,6020-Innsbruck
19428,22589,13.0458,47.8142,419,5020-Salzburg
19429,22590,16.3764,48.1753,210,1100-Postamt-1100-Wien
19430,22591,15.47,46.6669,488,8463-Leutschach
19431,22592,16.4689,48.2978,160,2201-Gerasdorf-bei-Wien
19432,22593,11.3928,47.2669,573,6020-Innsbruck
