report_id,report_type,site_species_id,species_id,common_name,family,genus,species,infra_rank,infra_epithet,sec_infra_rank,sec_infra_epithet,cultivar,plant_group_id,official_budburst_species,location_id,latitude,longitude,locality,administrative_area_level_1,postal_code,administrative_area_level_2,country,observation_date,notes,observation_id,phenophase_id,phenophase_plant_structure,phenophase_title
81303,phenology,20440,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,25052,31.689339000000000,-106.214018000000000,"Horizon City",TX,79928,"El Paso County",US,05/03/2017,,76932,FR-EARLY,Fruit,"Early Fruiting"
81431,phenology,20477,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,25083,31.560060000000000,-106.246330000000000,"San Elizario",TX,79849,"El Paso County",US,03/13/2017,,77051,FL-EARLY,Flowers,"Early Flowering"
81431,phenology,20477,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,25083,31.560060000000000,-106.246330000000000,"San Elizario",TX,79849,"El Paso County",US,03/13/2017,,77052,FR-NONE,Fruit,None
81433,phenology,20477,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,25083,31.560060000000000,-106.246330000000000,"San Elizario",TX,79849,"El Paso County",US,04/29/2017,,77053,FL-MIDDLE,Flowers,"Middle Flowering"
81433,phenology,20477,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,25083,31.560060000000000,-106.246330000000000,"San Elizario",TX,79849,"El Paso County",US,04/29/2017,,77054,FR-NONE,Fruit,None
84020,phenology,21072,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,13210,38.678520000000000,-121.773300000000000,Woodland,CA,95695,"Yolo County",US,05/20/2017,"""volunteer"" plant sprouted from last year's fallen seed - multi-bloom variety",79415,FL-FIRST,Flowers,"First Flower"
84104,phenology,21091,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,25755,37.425580000000000,-122.130400000000000,"Palo Alto",CA,94306,"Santa Clara County",US,05/21/2017,,79499,FL-MIDDLE,Flowers,"Middle Flowering"
84104,phenology,21091,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,25755,37.425580000000000,-122.130400000000000,"Palo Alto",CA,94306,"Santa Clara County",US,05/21/2017,,79500,FR-NONE,Fruit,None
85185,phenology,21091,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,25755,37.425580000000000,-122.130400000000000,"Palo Alto",CA,94306,"Santa Clara County",US,04/26/2017,,80514,FL-FIRST,Flowers,"First Flower"
85779,phenology,21466,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,26179,37.584030000000000,-122.010800000000000,"Union City",CA,94587,"Alameda County",US,05/07/2017,,81041,FL-EARLY,Flowers,"Early Flowering"
85779,phenology,21466,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,26179,37.584030000000000,-122.010800000000000,"Union City",CA,94587,"Alameda County",US,05/07/2017,,81042,FR-NONE,Fruit,None
86041,phenology,21518,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,26257,37.683430000000000,-122.153700000000000,"San Leandro",CA,94579,"Alameda County",US,04/24/2017,,81268,FL-MIDDLE,Flowers,"Middle Flowering"
86041,phenology,21518,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,26257,37.683430000000000,-122.153700000000000,"San Leandro",CA,94579,"Alameda County",US,04/24/2017,,81269,FR-NONE,Fruit,None
86043,phenology,21518,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,26257,37.683430000000000,-122.153700000000000,"San Leandro",CA,94579,"Alameda County",US,04/24/2017,,81270,FL-MIDDLE,Flowers,"Middle Flowering"
86043,phenology,21518,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,26257,37.683430000000000,-122.153700000000000,"San Leandro",CA,94579,"Alameda County",US,04/24/2017,,81271,FR-NONE,Fruit,None
86045,phenology,21518,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,26257,37.683430000000000,-122.153700000000000,"San Leandro",CA,94579,"Alameda County",US,05/18/2017,,81272,FL-MIDDLE,Flowers,"Middle Flowering"
86045,phenology,21518,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,26257,37.683430000000000,-122.153700000000000,"San Leandro",CA,94579,"Alameda County",US,05/18/2017,,81273,FR-EARLY,Fruit,"Early Fruiting"
86047,phenology,21518,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,26257,37.683430000000000,-122.153700000000000,"San Leandro",CA,94579,"Alameda County",US,05/22/2017,,81274,FL-MIDDLE,Flowers,"Middle Flowering"
86047,phenology,21518,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,26257,37.683430000000000,-122.153700000000000,"San Leandro",CA,94579,"Alameda County",US,05/22/2017,,81275,FR-EARLY,Fruit,"Early Fruiting"
86049,phenology,21518,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,26257,37.683430000000000,-122.153700000000000,"San Leandro",CA,94579,"Alameda County",US,05/25/2017,,81276,FL-MIDDLE,Flowers,"Middle Flowering"
86049,phenology,21518,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,26257,37.683430000000000,-122.153700000000000,"San Leandro",CA,94579,"Alameda County",US,05/25/2017,,81277,FR-EARLY,Fruit,"Early Fruiting"
86051,phenology,21518,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,26257,37.683430000000000,-122.153700000000000,"San Leandro",CA,94579,"Alameda County",US,05/29/2017,,81278,FL-MIDDLE,Flowers,"Middle Flowering"
86051,phenology,21518,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,26257,37.683430000000000,-122.153700000000000,"San Leandro",CA,94579,"Alameda County",US,05/29/2017,,81279,FR-EARLY,Fruit,"Early Fruiting"
86053,phenology,21518,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,26257,37.683430000000000,-122.153700000000000,"San Leandro",CA,94579,"Alameda County",US,05/01/2017,,81280,FL-EARLY,Flowers,"Early Flowering"
86053,phenology,21518,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,26257,37.683430000000000,-122.153700000000000,"San Leandro",CA,94579,"Alameda County",US,05/01/2017,,81281,FR-NONE,Fruit,None
86055,phenology,21518,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,26257,37.683430000000000,-122.153700000000000,"San Leandro",CA,94579,"Alameda County",US,05/08/2017,,81282,FL-EARLY,Flowers,"Early Flowering"
86055,phenology,21518,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,26257,37.683430000000000,-122.153700000000000,"San Leandro",CA,94579,"Alameda County",US,05/08/2017,,81283,FR-NONE,Fruit,None
86057,phenology,21518,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,26257,37.683430000000000,-122.153700000000000,"San Leandro",CA,94579,"Alameda County",US,05/15/2017,,81284,FL-MIDDLE,Flowers,"Middle Flowering"
86057,phenology,21518,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,26257,37.683430000000000,-122.153700000000000,"San Leandro",CA,94579,"Alameda County",US,05/15/2017,,81285,FR-EARLY,Fruit,"Early Fruiting"
86059,phenology,21518,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,26257,37.683430000000000,-122.153700000000000,"San Leandro",CA,94579,"Alameda County",US,06/01/2017,,81286,FL-MIDDLE,Flowers,"Middle Flowering"
86059,phenology,21518,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,26257,37.683430000000000,-122.153700000000000,"San Leandro",CA,94579,"Alameda County",US,06/01/2017,,81287,FR-EARLY,Fruit,"Early Fruiting"
86081,phenology,21520,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,26268,37.724930000000000,-122.156080000000000,"San Leandro",CA,94577,"Alameda County",US,04/27/2017,,81308,FL-EARLY,Flowers,"Early Flowering"
86081,phenology,21520,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,26268,37.724930000000000,-122.156080000000000,"San Leandro",CA,94577,"Alameda County",US,04/27/2017,,81309,FR-NONE,Fruit,None
86357,phenology,21574,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,26349,40.145940000000000,-75.212920000000000,"Fort Washington",PA,19034,"Montgomery County",US,06/10/2017,sunflowers,81575,FL-MIDDLE,Flowers,"Middle Flowering"
86357,phenology,21574,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,26349,40.145940000000000,-75.212920000000000,"Fort Washington",PA,19034,"Montgomery County",US,06/10/2017,sunflowers,81576,FR-NONE,Fruit,None
90899,phenology,22338,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,24851,38.800090000000000,-104.834810000000000,"Colorado Springs",CO,80906,"El Paso County",US,10/10/2017,"First heavy frost was on 10/9/17 here.",85917,LV-ALLWITHERED,Leaves,"All Leaves Withered"
94510,phenology,23050,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,28271,35.531340000000000,-98.715210000000000,Weatherford,OK,73096,"Custer County",US,12/03/2017,,89423,FL-LATE,Flowers,"Late Flowering"
94510,phenology,23050,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,28271,35.531340000000000,-98.715210000000000,Weatherford,OK,73096,"Custer County",US,12/03/2017,,89424,FR-LATE,Fruit,"Late Fruiting"
95709,phenology,23203,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,28499,34.426940000000000,-118.575360000000000,"Santa Clarita",CA,91355,"Los Angeles County",US,01/27/2018,"First sunflower seen in bloom. Southern exposure, roadside.",90585,FL-EARLY,Flowers,"Early Flowering"
95709,phenology,23203,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,28499,34.426940000000000,-118.575360000000000,"Santa Clarita",CA,91355,"Los Angeles County",US,01/27/2018,"First sunflower seen in bloom. Southern exposure, roadside.",90586,FR-NONE,Fruit,None
97271,phenology,23593,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,28974,37.423581300000000,-122.148858599999980,"Palo Alto",CA,94306,"Santa Clara County",US,04/15/2018,,93096,FL-NONE,Flowers,None
97271,phenology,23593,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,28974,37.423581300000000,-122.148858599999980,"Palo Alto",CA,94306,"Santa Clara County",US,04/15/2018,,93097,FR-NONE,Fruit,None
97673,phenology,23872,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29086,37.444427599999990,-122.158505900000020,"Palo Alto",CA,94301,"Santa Clara County",US,04/03/2018,,94065,FL-FIRST,Flowers,"First Flower"
97761,phenology,23928,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,29101,37.449778800000000,-122.138212300000020,"Palo Alto",CA,94303,"Santa Clara County",US,04/25/2018,,94255,FL-MIDDLE,Flowers,"Middle Flowering"
97761,phenology,23928,204,"Maximilian sunflower",Asteraceae,Helianthus,maximiliani,,,,,,WH,1,29101,37.449778800000000,-122.138212300000020,"Palo Alto",CA,94303,"Santa Clara County",US,04/25/2018,,94256,FR-MIDDLE,Fruit,"Middle Fruiting"
97788,phenology,23944,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29183,32.813510000000000,-96.955500000000030,Irving,TX,75060,"Dallas County",US,04/26/2018,,94302,FL-MIDDLE,Flowers,"Middle Flowering"
97788,phenology,23944,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29183,32.813510000000000,-96.955500000000030,Irving,TX,75060,"Dallas County",US,04/26/2018,,94303,FR-MIDDLE,Fruit,"Middle Fruiting"
97789,phenology,23944,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29183,32.813510000000000,-96.955500000000030,Irving,TX,75060,"Dallas County",US,04/20/2018,,94304,FL-FIRST,Flowers,"First Flower"
97802,phenology,23955,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29187,32.813510000000000,-96.955500000000030,Irving,TX,75060,"Dallas County",US,04/20/2018,,94343,FL-FIRST,Flowers,"First Flower"
97935,phenology,24065,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29250,37.439707600000000,-122.134420999999970,"Palo Alto",CA,94303,"Santa Clara County",US,04/29/2018,"No flowers, just the leaves.",94724,FL-NONE,Flowers,None
97935,phenology,24065,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29250,37.439707600000000,-122.134420999999970,"Palo Alto",CA,94303,"Santa Clara County",US,04/29/2018,"No flowers, just the leaves.",94725,FR-NONE,Fruit,None
97976,phenology,24090,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29224,37.451186530319700,-122.138207133739740,"Palo Alto",CA,94303,"Santa Clara County",US,04/21/2018,"Vibrant colored flowers",94859,FL-MIDDLE,Flowers,"Middle Flowering"
97976,phenology,24090,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29224,37.451186530319700,-122.138207133739740,"Palo Alto",CA,94303,"Santa Clara County",US,04/21/2018,"Vibrant colored flowers",94860,FR-NONE,Fruit,None
98284,phenology,24303,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29346,37.449379500000000,-122.163156299999970,"Palo Alto",CA,94301,"Santa Clara County",US,05/06/2018,,95709,FL-MIDDLE,Flowers,"Middle Flowering"
98284,phenology,24303,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29346,37.449379500000000,-122.163156299999970,"Palo Alto",CA,94301,"Santa Clara County",US,05/06/2018,,95710,FR-NONE,Fruit,None
98562,phenology,24503,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29449,37.439212199999990,-122.123324200000010,"Palo Alto",CA,94303,"Santa Clara County",US,05/10/2018,,96492,FL-EARLY,Flowers,"Early Flowering"
98562,phenology,24503,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29449,37.439212199999990,-122.123324200000010,"Palo Alto",CA,94303,"Santa Clara County",US,05/10/2018,,96493,FR-NONE,Fruit,None
98693,phenology,24612,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29472,37.415555362558730,-122.135536907570380,"Palo Alto",CA,94306,"Santa Clara County",US,04/23/2018,,96884,FL-MIDDLE,Flowers,"Middle Flowering"
98693,phenology,24612,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29472,37.415555362558730,-122.135536907570380,"Palo Alto",CA,94306,"Santa Clara County",US,04/23/2018,,96885,FR-EARLY,Fruit,"Early Fruiting"
98739,phenology,24650,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29500,37.443088800000000,-122.143181499999970,"Palo Alto",CA,94301,"Santa Clara County",US,04/14/2018,,96998,FL-EARLY,Flowers,"Early Flowering"
98739,phenology,24650,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29500,37.443088800000000,-122.143181499999970,"Palo Alto",CA,94301,"Santa Clara County",US,04/14/2018,,96999,FR-NONE,Fruit,None
98763,phenology,24670,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29513,37.446679100000000,-122.133731700000000,"Palo Alto",CA,94303,"Santa Clara County",US,04/14/2018,,97056,FL-EARLY,Flowers,"Early Flowering"
98763,phenology,24670,135,"Annual sunflower",Asteraceae,Helianthus,annuus,,,,,,WH,1,29513,37.446679100000000,-122.133731700000000,"Palo Alto",CA,94303,"Santa Clara County",US,04/14/2018,,97057,FR-EARLY,Fruit,"Early Fruiting"
